Accuracy@1,Accuracy@5,Accuracy@10
38216,38216,38216
41673,41673,41673
42181,41709,41709
46727,42181,42181
49683,46727,45995
50570,49595,46727
50860,49683,49595
51237,50570,49683
51509,50860,50570
51518,50864,50860
51526,51237,50864
51545,51408,51237
51557,51503,51408
51558,51509,51503
51580,51518,51509
51586,51526,51518
51588,51545,51526
51615,51555,51545
51641,51557,51555
51644,51558,51557
51650,51580,51558
51654,51586,51580
51658,51588,51586
51687,51614,51588
51688,51615,51614
51698,51640,51615
51704,51641,51640
51736,51644,51641
51794,51650,51644
51811,51654,51650
51852,51658,51654
51893,51687,51658
51910,51688,51687
51952,51698,51688
51956,51704,51698
51972,51713,51704
52009,51736,51713
52066,51794,51736
52135,51811,51794
52173,51852,51811
52208,51860,51852
52213,51893,51860
52225,51905,51893
52245,51910,51905
52293,51952,51910
52303,51956,51952
52316,51972,51956
52321,52009,51972
52326,52028,52009
52354,52051,52028
52356,52066,52051
52384,52113,52066
52387,52135,52113
52443,52156,52135
52461,52173,52156
52511,52208,52173
52543,52213,52208
52558,52225,52213
52577,52245,52225
52606,52293,52245
52607,52303,52293
52666,52316,52303
52669,52321,52316
52719,52326,52321
52723,52354,52326
52724,52356,52328
52725,52384,52354
52726,52387,52356
52727,52443,52384
52729,52444,52387
52731,52461,52443
52732,52474,52444
52770,52511,52461
52772,52543,52474
52776,52547,52511
52804,52558,52543
52850,52577,52547
52926,52606,52558
52954,52607,52577
52955,52666,52606
52957,52669,52607
52998,52671,52666
53008,52719,52669
53032,52723,52671
53056,52724,52719
53063,52725,52723
53067,52726,52724
53074,52727,52725
53081,52729,52726
53180,52731,52727
53230,52732,52729
53254,52758,52731
53266,52760,52732
53301,52767,52758
53322,52770,52760
53337,52772,52767
53339,52776,52770
53367,52804,52772
53374,52846,52776
53416,52850,52804
53421,52926,52846
53430,52954,52850
53450,52955,52926
53460,52957,52954
53467,52974,52955
53469,52998,52957
53498,53008,52974
53526,53032,52998
53535,53056,53008
53541,53063,53032
53545,53067,53056
53606,53074,53063
53607,53081,53067
53641,53087,53074
53654,53180,53081
53700,53230,53087
