Accuracy@1,Accuracy@5,Accuracy@10
169817,117675,117675
172286,124950,124950
190722,142136,141934
194246,167618,142136
194374,169817,158644
205717,172286,167618
207568,190722,169817
224242,192368,172286
224256,194246,190722
225540,194374,192368
225695,201354,194246
226445,205717,194374
226871,207568,201354
227072,209799,205717
227271,213955,207568
228821,223314,209799
229220,224242,213955
229233,224256,223314
229524,224262,224242
229563,224758,224256
229649,225540,224262
230033,225695,224758
230306,225927,225540
230814,226445,225695
231058,226631,225927
231237,226742,226445
231353,226858,226631
231395,226859,226742
231402,226871,226858
231480,227072,226859
232221,227271,226871
232637,228131,227072
232719,228321,227249
232757,228344,227271
233157,228604,228131
233376,228808,228321
233400,228821,228344
233612,228835,228604
234294,229220,228808
234758,229233,228821
235270,229524,228835
235620,229538,229220
235749,229563,229233
235773,229649,229524
236380,230033,229538
236744,230084,229563
237550,230158,229649
237569,230306,230033
237748,230486,230084
238453,230814,230158
238935,231043,230306
239027,231058,230486
239199,231071,230814
239760,231110,231043
240431,231237,231058
240895,231353,231071
241344,231395,231110
241650,231402,231237
241792,231480,231353
242455,232221,231395
243368,232637,231402
243394,232719,231480
243717,232757,232221
243981,232898,232637
243982,233131,232719
244115,233157,232757
244375,233376,232898
244389,233400,233131
244501,233612,233157
245624,233871,233376
245812,234133,233400
246027,234294,233612
246046,234531,233871
246969,234758,234133
247129,234796,234294
247384,235038,234531
248324,235059,234758
248817,235071,234796
250216,235080,235038
250223,235259,235059
251048,235270,235071
251494,235504,235080
251810,235544,235259
251960,235620,235270
252043,235749,235504
252148,235773,235544
253161,236190,235620
253640,236380,235749
253884,236384,235760
254933,236389,235773
254977,236564,235964
254979,236565,236190
255309,236744,236380
256167,236786,236384
257475,236984,236389
258047,237018,236560
258388,237550,236564
258582,237569,236565
258585,237582,236744
258633,237748,236786
258654,237869,236984
258898,238453,237018
259548,238712,237190
259729,238715,237550
259776,238720,237569
259874,238935,237582
260249,239027,237748
260681,239098,237869
260818,239190,238453
261160,239199,238712
261314,239268,238715
261320,239398,238720
261440,239597,238935
261578,239760,239027
261726,240285,239098
261809,240431,239190
263596,240624,239199
