Accuracy@1,Accuracy@5,Accuracy@10
38216,38216,38216
41673,41673,41673
42181,41709,41709
46727,42181,42181
50570,46727,46727
50860,49595,49595
51237,50570,49683
51509,50860,50570
51518,50864,50860
51526,51237,50864
51545,51408,51237
51557,51503,51408
51558,51509,51503
51580,51518,51509
51586,51526,51518
51588,51545,51526
51615,51555,51532
51641,51557,51545
51644,51558,51555
51650,51580,51557
51654,51586,51558
51658,51588,51580
51687,51614,51586
51688,51615,51588
51698,51640,51614
51704,51641,51615
51712,51644,51640
51736,51650,51641
51794,51654,51644
51811,51658,51650
51852,51687,51654
51893,51688,51658
51905,51698,51687
51910,51704,51688
51956,51712,51698
51972,51713,51704
52009,51736,51712
52028,51794,51713
52066,51811,51736
52135,51852,51794
52173,51860,51811
52208,51893,51852
52213,51905,51860
52225,51910,51872
52245,51956,51893
52293,51972,51905
52303,52009,51910
52316,52028,51952
52321,52051,51956
52326,52066,51972
52354,52092,52009
52356,52113,52028
52384,52135,52051
52387,52156,52066
52443,52173,52092
52461,52208,52113
52543,52213,52135
52547,52225,52156
52558,52245,52173
52577,52293,52208
52606,52303,52213
52607,52316,52225
52666,52321,52245
52669,52326,52293
52719,52328,52303
52723,52354,52316
52724,52356,52321
52725,52384,52326
52726,52387,52328
52727,52443,52354
52729,52444,52356
52731,52461,52384
52732,52474,52387
52760,52511,52443
52770,52543,52444
52772,52547,52461
52776,52558,52474
52804,52577,52511
52850,52591,52543
52926,52606,52547
52954,52607,52558
52955,52666,52577
52957,52669,52591
52998,52719,52606
53008,52723,52607
53032,52724,52666
53056,52725,52669
53067,52726,52719
53081,52727,52723
53180,52729,52724
53230,52731,52725
53254,52732,52726
53266,52760,52727
53301,52767,52729
53322,52770,52731
53339,52772,52732
53367,52776,52760
53373,52804,52767
53374,52846,52770
53398,52850,52772
53421,52926,52776
53445,52954,52804
53450,52955,52846
53460,52957,52850
53465,52974,52926
53467,52998,52954
53469,53008,52955
53498,53032,52957
53526,53056,52974
53529,53067,52998
53535,53074,53008
53541,53081,53032
53545,53087,53056
53606,53180,53063
53641,53230,53067
53654,53254,53074
