Accuracy@1,Accuracy@5,Accuracy@10
108792,108792,108792
113342,113342,113342
118049,116892,116892
119192,118049,118049
127971,119192,119192
130470,127971,125866
136515,128804,127971
142490,130470,128804
142593,136515,130470
148094,142490,136515
148532,142593,142490
150870,143358,142593
153365,148094,143358
154904,148532,145890
158243,150870,148094
164437,153365,148532
174014,154904,150870
175821,158243,153365
177368,164437,154904
182914,169839,158243
185202,174014,164437
185204,175821,169839
188372,177368,174014
196676,180176,175821
201774,182914,177368
207909,185202,180176
210443,185204,181864
210451,187036,182914
211181,188320,185202
211202,188372,185204
211696,196676,187036
212594,197238,188320
213050,199964,188372
213185,201774,192646
214381,207909,196676
214807,210443,196884
217378,210451,197238
218929,210854,199964
219437,210988,201774
219558,211048,202414
222783,211181,204582
222791,211202,207909
223015,211696,210443
223512,211983,210451
224941,212594,210854
225266,213050,210988
225404,213185,211048
225593,214381,211181
225677,214807,211202
226022,217378,211536
226229,218562,211696
226369,218929,211983
228287,219437,212594
228770,219558,213050
228968,219641,213185
229181,220465,214381
229377,220471,214503
229841,221268,214807
230071,222783,216919
230120,222791,217378
231776,223015,218562
231877,223512,218929
231884,223926,219437
232163,224122,219558
232475,224941,219641
233351,225266,220465
233485,225329,220471
233638,225401,221268
233844,225404,221411
233969,225593,222783
234119,225677,222791
234437,225975,223015
234732,225997,223512
235329,226007,223926
235617,226016,224122
235806,226022,224941
235847,226090,225266
236419,226229,225329
236630,226363,225401
236669,226369,225404
236808,227974,225440
237138,228282,225593
237432,228287,225677
237517,228695,225973
238847,228770,225975
239220,228968,225997
240817,229172,226007
241062,229181,226016
241380,229377,226022
241490,229520,226090
241720,229680,226229
242030,229776,226363
242263,229841,226369
242484,230071,226973
242716,230120,227914
242838,230912,227965
243012,231606,227974
243037,231776,228282
243232,231787,228287
244574,231877,228695
244931,231884,228770
245185,231925,228968
245278,232163,229172
245388,232475,229181
245523,232617,229377
246505,232685,229520
246541,232686,229570
247083,232965,229680
247237,233099,229776
247557,233303,229841
247649,233351,230071
248167,233485,230120
248187,233595,230912
248266,233638,231606
248551,233844,231776
248731,233867,231787
248921,233969,231877
249608,234119,231884
249880,234433,231925
250172,234437,232163
250782,234732,232475
250976,234823,232499
251084,235219,232617
251270,235329,232685
251442,235348,232686
252245,235554,232688
252251,235617,232965
252464,235806,233099
252747,235847,233303
252749,236419,233351
253056,236630,233485
253057,236669,233595
253058,236689,233638
253214,236808,233844
253254,237138,233867
253265,237432,233969
253294,237517,234119
253673,238149,234433
254607,238847,234437
254861,239220,234732
255000,239231,234823
255282,240817,235219
256169,241062,235324
256173,241144,235329
256346,241380,235348
256476,241443,235554
256770,241490,235617
256825,241671,235806
256845,241720,235847
256870,242030,236419
256919,242263,236630
257056,242388,236634
257188,242414,236669
257237,242484,236689
257238,242603,236808
257534,242716,236937
257614,242838,237138
257967,243012,237432
258309,243037,237517
258727,243232,238149
258970,243529,238847
258978,243558,239220
259003,243894,239231
259141,244234,239482
259295,244318,240142
259910,244574,240817
260076,244931,241062
260407,245185,241144
260761,245278,241380
